fiscalquartername,FiscalPeriod,FiscalYear,Company,Top_Most_BP,BusinessPartner,Item_Number,Item_Description,Ship_to_State,Ship_to_City,Quantity,Planned_Delivery_Date,Address_1,Address_2,Postal_Code,Budget_Qty,Forecast_Qty,Line_of_Business,domestic_or_international,planned_delivery_year,planned_delivery_month,planned_delivery_month_num,planned_delivery_day
"Fiscal Quarter 1, 2011",201101,2011,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Buttonwillow,12960,2010-10-12T00:00:00Z,36889 HWY 58,NA,93206-0515,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Oct,10,12
"Fiscal Quarter 1, 2011",201101,2011,"613 (Merced, CA)",CONAGRA (GPC000027),Conagra Grocery Products Company (CUS000613),201929,BS 1200 APHM 1F 5100/INS&CAP,CA,OAKDALE,880,2010-10-07T00:00:00Z,554 SOUTH YOSEMITE AVENUE,NA,95361,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Oct,10,7
"Fiscal Quarter 1, 2011",201101,2011,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",J. G. Boswell Company (CUS008413),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Corcoran,11880,2010-10-12T00:00:00Z,710 Bainum Avenue,NA,93212-9603,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Oct,10,12
"Fiscal Quarter 1, 2010",201002,2010,"611 (Northlake, IL)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200299,BS 0220 APM 1F 80R80,IA,Muscatine,1625,2009-11-30T00:00:00Z,1357 Isett Avenue,NA,52761-4521,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2009,Nov,11,30
"Fiscal Quarter 1, 2011",201103,2011,"611 (Northlake, IL)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200301,BS 0220 APHM 1F 800X/800,IA,Muscatine,240,2010-12-22T00:00:00Z,1357 Isett Avenue,NA,52761-4521,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Dec,12,22
"Fiscal Quarter 1, 2011",201103,2011,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200340,BS 0880 APPHM 1F 800X/800,IA,Muscatine,105,2010-12-08T00:00:00Z,1357 Isett Avenue,NA,52761-4521,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Dec,12,8
"Fiscal Quarter 1, 2012",201201,2012,"613 (Merced, CA)",DEL MONTE CORPORATION (GPC000003),DEL MONTE CORPORATION (CUS009217),201521,BS 1200 APVHN 5100/INS&CAP CTR,CA,Modesto,50,2011-10-07T00:00:00Z,4000 Yosemite Blvd,NA,95357-1580,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Oct,10,7
"Fiscal Quarter 1, 2012",201201,2012,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200346,BS 1080 APPHM 2F 80X80 TS43BME,IA,Muscatine,273,2011-10-06T00:00:00Z,1357 Isett Avenue,NA,52761-4521,245,135,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Oct,10,6
"Fiscal Quarter 1, 2011",201102,2011,"613 (Merced, CA)","Hirzel Canning Company, Inc. (CUS000381)","Hirzel Canning Company, Inc. (CUS000381)",200330,BG 0220 APHM 3400/3400,OH,Northwood,2660,2010-11-24T00:00:00Z,411 LEMOYNE ROAD AT WOODVILLE,NA,43619,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Nov,11,24
"Fiscal Quarter 1, 2012",201201,2012,"613 (Merced, CA)","Campbell Soup Supply Company, Llc. (CUS003502)","Campbell Soup Supply Company, Llc. (CUS000230)",201928,BS 1200 APHM 1F 1700 SPT ONLY,CA,Dixon,6886,2011-10-13T00:00:00Z,8380 Pedrick Road,NA,95620-9606,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Oct,10,13
"Fiscal Quarter 1, 2012",201201,2012,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200299,BS 0220 APM 1F 80R80,IA,Muscatine,1375,2011-10-06T00:00:00Z,1357 Isett Avenue,NA,52761-4521,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Oct,10,6
"Fiscal Quarter 1, 2012",201201,2012,620 (Scholle IPN Canada Ltd.),SUN-RYPE PRODUCTS LTD (CUS200510),SUN-RYPE PRODUCTS LTD (CUS200510),200322,BG 0220 APHM 2600/2600,BC,KELOWNA,7200,2011-10-03T00:00:00Z,1165 - ETHEL ST,NA,V1Y 2W4,0,0,TOMATO (PROCESSED FRUIT TOMATO),unknown,2011,Oct,10,3
"Fiscal Quarter 1, 2010",201001,2010,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200301,BS 0220 APHM 1F 800X/800,IA,Muscatine,30,2009-10-28T00:00:00Z,1357 Isett Avenue,NA,52761-4521,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2009,Oct,10,28
"Fiscal Quarter 1, 2011",201101,2011,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",J. G. Boswell Company (CUS008413),201929,BS 1200 APHM 1F 5100/INS&CAP,CA,Corcoran,-924,2010-10-07T00:00:00Z,710 Bainum Avenue,NA,93212-9603,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Oct,10,7
"Fiscal Quarter 1, 2011",201101,2011,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Los Banos,14400,2010-10-12T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,15e3,15e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Oct,10,12
"Fiscal Quarter 1, 2011",201101,2011,"613 (Merced, CA)",UNILEVER (GPC000012),Unilever Bestfoods (CUS002285),200357,BS 1200 APPHM 1F 1700/INS&CAP,CA,STOCKTON,8073,2010-10-15T00:00:00Z,1400 EAST WATERLOO ROAD,NA,95205,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Oct,10,15
"Fiscal Quarter 1, 2011",201102,2011,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200299,BS 0220 APM 1F 80R80,IA,Muscatine,475,2010-11-12T00:00:00Z,1357 Isett Avenue,NA,52761-4521,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Nov,11,12
"Fiscal Quarter 1, 2010",201001,2010,"613 (Merced, CA)",Los Gatos Tomato Products (CUS002293),Los Gatos Tomato Products (CUS002293),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Huron,5517,2009-10-08T00:00:00Z,19800 Gale Avenue,NA,93234,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2009,Oct,10,8
"Fiscal Quarter 1, 2010",201002,2010,"611 (Northlake, IL)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200340,BS 0880 APPHM 800/800X,IA,Muscatine,105,2009-11-05T00:00:00Z,1357 Isett Avenue,NA,52761-4521,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2009,Nov,11,5
"Fiscal Quarter 1, 2011",201101,2011,"613 (Merced, CA)",CONAGRA (GPC000027),Conagra Grocery Products Company (CUS000613),201928,BS 1200 APHM 1F 1700 SPT ONLY,CA,OAKDALE,3960,2010-10-07T00:00:00Z,554 SOUTH YOSEMITE AVENUE,NA,95361,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Oct,10,7
"Fiscal Quarter 1, 2011",201101,2011,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS (CUS008744),206463,BS 0012 AVHV 5100/5100/INSRT,CA,WILLIAMS,3200,2010-10-05T00:00:00Z,6229 MEYERS ROAD,NA,95987-5800,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Oct,10,5
"Fiscal Quarter 1, 2010",201001,2010,"613 (Merced, CA)",DEL MONTE CORPORATION (GPC000003),Del Monte Corporation (CUS000291),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Hanford,1080,2009-10-05T00:00:00Z,10652 Jackson Avenue,NA,93230-9552,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2009,Oct,10,5
"Fiscal Quarter 1, 2010",201002,2010,"613 (Merced, CA)",HEINZ (GPC000002),Escalon Premier Brands (CUS003581),200301,BS 0220 APHM 1F 800X/800,CA,Escalon,1050,2009-11-18T00:00:00Z,1905 McHenry Avenue,NA,95320-9601,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2009,Nov,11,18
"Fiscal Quarter 1, 2010",201003,2010,"611 (Northlake, IL)",KMC Citrus Enterprises Inc (CUS000423),KMC Citrus Enterprises Inc (CUS000423),200215,BS 0020 PVHM 1F 800X/800,FL,Weirsdale,46e3,2009-12-21T00:00:00Z,16425 SE Highway 42,NA,32195-2613,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2009,Dec,12,21
"Fiscal Quarter 1, 2010",201003,2010,"613 (Merced, CA)",Los Gatos Tomato Products (CUS002293),Los Gatos Tomato Products (CUS002293),201928,BS 1200 APHM 1F 1700 SPT ONLY,CA,Huron,0,2009-12-11T00:00:00Z,19800 Gale Avenue,NA,93234,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2009,Dec,12,11
"Fiscal Quarter 1, 2011",201101,2011,"611 (Northlake, IL)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200299,BS 0220 APM 1F 80R80,IA,Muscatine,2075,2010-10-25T00:00:00Z,1357 Isett Avenue,NA,52761-4521,1400,1400,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Oct,10,25
"Fiscal Quarter 1, 2011",201101,2011,"613 (Merced, CA)",Ingomar Packing (CUS000390),Ingomar Packing (CUS000390),201508,BS 0220 APVHN 1F 5100/INS&CAP,CA,Los Banos,5400,2010-10-08T00:00:00Z,9950 South Ingomar Grade,NA,93635-1448,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Oct,10,8
"Fiscal Quarter 1, 2011",201101,2011,"613 (Merced, CA)",Ingomar Packing (CUS000390),Ingomar Packing (CUS000390),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Los Banos,1800,2010-10-01T00:00:00Z,9950 South Ingomar Grade,NA,93635-1448,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Oct,10,1
"Fiscal Quarter 1, 2010",201001,2010,"613 (Merced, CA)",Los Gatos Tomato Products (CUS002293),Los Gatos Tomato Products (CUS002293),201928,BS 1200 APHM 1F 1700 SPT ONLY,CA,Huron,5368,2009-10-08T00:00:00Z,19800 Gale Avenue,NA,93234,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2009,Oct,10,8
"Fiscal Quarter 1, 2011",201101,2011,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Lemoore,0,2010-10-13T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Oct,10,13
"Fiscal Quarter 1, 2013",201302,2013,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200346,BS 1080 APPHM 2F 80X80 TS43BME,IA,Muscatine,126,2012-11-20T00:00:00Z,1357 Isett Avenue,NA,52761-4521,290,135,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Nov,11,20
"Fiscal Quarter 1, 2014",201401,2014,"613 (Merced, CA)",HEINZ (GPC000002),Escalon Premier Brands (CUS003581),200301,BS 0220 APHM 1F 800X/800,CA,Escalon,1020,2013-10-30T00:00:00Z,1905 McHenry Avenue,NA,95320-9601,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Oct,10,30
"Fiscal Quarter 1, 2013",201301,2013,"613 (Merced, CA)","Campbell Soup Supply Company, Llc. (CUS003502)","Campbell Soup Supply Company, Llc. (CUS000231)",201929,BS 1200 APHM 1F 5100/INS&CAP,CA,STOCKTON,880,2012-10-04T00:00:00Z,760 INDUSTRIAL DRIVE,MAIN PLANT,95206,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Oct,10,4
"Fiscal Quarter 1, 2013",201301,2013,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),201521,BS 1200 APVHN 5100/INS&CAP CTR,CA,Los Banos,6159,2012-10-02T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,6720,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Oct,10,2
"Fiscal Quarter 1, 2013",201301,2013,"613 (Merced, CA)",UNILEVER (GPC000012),Unilever Bestfoods (CUS007751),201869,BG 1320 PPHN2FT 4300C/4300-OBS,KS,NEW CENTURY,180,2012-10-30T00:00:00Z,27080 W. 159TH STREET,NA,66031-1129,140,140,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Oct,10,30
"Fiscal Quarter 1, 2014",201402,2014,"613 (Merced, CA)","Alimentos Del Fuerte, S.A. DE C.V. (CUS008643)","Alimentos Del Fuerte, S.A. DE C.V. (CUS008643)",200328,BS 0220 APPHM 1F 3400/3400,AZ,Nogales,5e3,2013-11-22T00:00:00Z,1430 North Industrial Park Ave,NA,85621,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Nov,11,22
"Fiscal Quarter 1, 2014",201402,2014,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),201511,BS 0220 APHM 1F 5100/INS&CAP,CA,Los Banos,-503,2013-09-24T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Sep,9,24
"Fiscal Quarter 1, 2011",201103,2011,"611 (Northlake, IL)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200299,BS 0220 APM 1F 80R80,IA,Muscatine,1625,2010-12-22T00:00:00Z,1357 Isett Avenue,NA,52761-4521,1400,1400,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Dec,12,22
"Fiscal Quarter 1, 2011",201103,2011,"611 (Northlake, IL)",KMC Citrus Enterprises Inc (CUS000423),KMC Citrus Enterprises Inc (CUS000423),200003,BW 0002 APHM 1F 800R/800,FL,Weirsdale,3500,2010-12-14T00:00:00Z,16425 SE Highway 42,NA,32195-2613,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Dec,12,14
"Fiscal Quarter 1, 2012",201201,2012,"613 (Merced, CA)",CONAGRA (GPC000027),Conagra Grocery Products Co. (CUS000266),200171,BG 0012 AHV 1700/1700/INS,CA,HELM,540,2011-10-20T00:00:00Z,16429 WEST KAMM AVENUE,NA,93627,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Oct,10,20
"Fiscal Quarter 1, 2012",201201,2012,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200340,BS 0880 APPHM 1F 800X/800,IA,Muscatine,112,2011-10-13T00:00:00Z,1357 Isett Avenue,NA,52761-4521,210,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Oct,10,13
"Fiscal Quarter 1, 2012",201201,2012,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),201521,BS 1200 APVHN 5100/INS&CAP CTR,CA,Los Banos,19610,2011-10-13T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,3e3,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Oct,10,13
"Fiscal Quarter 1, 2013",201301,2013,"613 (Merced, CA)","Campbell Soup Supply Company, Llc. (CUS003502)","Campbell Soup Supply Company, Llc. (CUS000230)",201928,BS 1200 APHM 1F 1700 SPT ONLY,CA,Dixon,3740,2012-10-02T00:00:00Z,8380 Pedrick Road,NA,95620-9606,2500,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Oct,10,2
"Fiscal Quarter 1, 2013",201303,2013,"613 (Merced, CA)",HEINZ (GPC000002),Escalon Premier Brands (CUS003581),200301,BS 0220 APHM 1F 800X/800,CA,Escalon,420,2012-12-04T00:00:00Z,1905 McHenry Avenue,NA,95320-9601,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Dec,12,4
"Fiscal Quarter 1, 2011",201103,2011,"611 (Northlake, IL)",KMC Citrus Enterprises Inc (CUS000423),KMC Citrus Enterprises Inc (CUS000423),200215,BS 0020 PVHM 1F 800X/800,FL,Weirsdale,46e3,2010-12-14T00:00:00Z,16425 SE Highway 42,NA,32195-2613,46e3,46e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Dec,12,14
"Fiscal Quarter 1, 2014",201401,2014,"613 (Merced, CA)","Campbell Soup Supply Company, Llc. (CUS003502)","Campbell Soup Supply Company, Llc. (CUS000231)",201929,BS 1200 APHM 1F 5100/INS&CAP,CA,STOCKTON,213,2013-10-04T00:00:00Z,760 INDUSTRIAL DRIVE,MAIN PLANT,95206,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Oct,10,4
"Fiscal Quarter 1, 2014",201401,2014,"613 (Merced, CA)",CONAGRA (GPC000027),Conagra Grocery Products Co. (CUS000266),201928,BS 1200 APHM 1F 1700 SPT ONLY,CA,HELM,4400,2013-10-08T00:00:00Z,16429 WEST KAMM AVENUE,NA,93627,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Oct,10,8
"Fiscal Quarter 1, 2014",201401,2014,"613 (Merced, CA)",Los Gatos Tomato Products (CUS002293),Los Gatos Tomato Products (CUS002293),200316,BS 0220 APHM 1F 1700/INS&CAP,CA,Huron,-480,2013-08-29T00:00:00Z,19800 Gale Avenue,NA,93234,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Aug,8,29
"Fiscal Quarter 1, 2014",201403,2014,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",J. G. Boswell Company (CUS008413),201929,BS 1200 APHM 1F 5100/INS&CAP,CA,Corcoran,-440,2013-09-23T00:00:00Z,710 Bainum Avenue,NA,93212-9603,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Sep,9,23
"Fiscal Quarter 1, 2011",201103,2011,"613 (Merced, CA)",Los Gatos Tomato Products (CUS002293),Los Gatos Tomato Products (CUS002293),201928,BS 1200 APHM 1F 1700 SPT ONLY,CA,Huron,0,2010-12-08T00:00:00Z,19800 Gale Avenue,NA,93234,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Dec,12,8
"Fiscal Quarter 1, 2012",201201,2012,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),MORNING STAR PACKING COMPANY (CUS000469),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Williams,22680,2011-10-13T00:00:00Z,2211 Old Highway 99 West,NA,95987-5146,1e4,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Oct,10,13
"Fiscal Quarter 1, 2012",201201,2012,620 (Scholle IPN Canada Ltd.),SUN-RYPE PRODUCTS LTD (CUS200510),SUN-RYPE PRODUCTS LTD (CUS200510),201387,BS 0002 AVHM 2600/2600 CTR,BC,KELOWNA,1020,2011-10-03T00:00:00Z,1165 - ETHEL ST,NA,V1Y 2W4,NA,0,TOMATO (PROCESSED FRUIT TOMATO),unknown,2011,Oct,10,3
"Fiscal Quarter 1, 2013",201301,2013,"613 (Merced, CA)",UNILEVER (GPC000012),Unilever Bestfoods (CUS002285),200171,BG 0012 AHV 1700/1700/INS,CA,STOCKTON,-87,2012-09-18T00:00:00Z,1400 EAST WATERLOO ROAD,NA,95205,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Sep,9,18
"Fiscal Quarter 1, 2013",201302,2013,"613 (Merced, CA)",HEINZ (GPC000002),Escalon Premier Brands (CUS003581),200301,BS 0220 APHM 1F 800X/800,CA,Escalon,1020,2012-11-26T00:00:00Z,1905 McHenry Avenue,NA,95320-9601,0,1050,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Nov,11,26
"Fiscal Quarter 1, 2012",201201,2012,"611 (Northlake, IL)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200301,BS 0220 APHM 1F 800X/800,IA,Muscatine,270,2011-10-10T00:00:00Z,1357 Isett Avenue,NA,52761-4521,250,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Oct,10,10
"Fiscal Quarter 1, 2012",201201,2012,"613 (Merced, CA)",UNILEVER (GPC000012),Unilever Bestfoods (CUS007751),201869,BG 1320 PPHN2FT 4300C/4300-OBS,KS,NEW CENTURY,140,2011-10-26T00:00:00Z,27080 W. 159TH STREET,NA,66031-1129,540,140,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Oct,10,26
"Fiscal Quarter 1, 2011",201103,2011,"613 (Merced, CA)",Los Gatos Tomato Products (CUS002293),Los Gatos Tomato Products (CUS002293),201929,BS 1200 APHM 1F 5100/INS&CAP,CA,Huron,0,2010-12-08T00:00:00Z,19800 Gale Avenue,NA,93234,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Dec,12,8
"Fiscal Quarter 1, 2011",201103,2011,"613 (Merced, CA)",UNILEVER (GPC000012),Unilever Bestfoods (CUS007751),201869,BG 1320 PPHN2FT 4300C/4300-OBS,KS,NEW CENTURY,200,2010-12-22T00:00:00Z,27080 W. 159TH STREET,NA,66031-1129,280,280,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Dec,12,22
"Fiscal Quarter 1, 2013",201301,2013,"613 (Merced, CA)",UNILEVER (GPC000012),Unilever Bestfoods (CUS002285),200357,BS 1200 APPHM 1F 1700/INS&CAP,CA,STOCKTON,2160,2012-10-15T00:00:00Z,1400 EAST WATERLOO ROAD,NA,95205,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Oct,10,15
"Fiscal Quarter 1, 2012",201201,2012,"613 (Merced, CA)",DEL MONTE CORPORATION (GPC000003),Del Monte Corporation (CUS000291),206463,BS 0012 AVHV 5100/5100/INSRT,CA,Hanford,160,2011-10-03T00:00:00Z,10652 Jackson Avenue,NA,93230-9552,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Oct,10,3
"Fiscal Quarter 1, 2013",201303,2013,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200346,BS 1080 APPHM 2F 80X80 TS43BME,IA,Muscatine,273,2012-12-18T00:00:00Z,1357 Isett Avenue,NA,52761-4521,270,200,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Dec,12,18
"Fiscal Quarter 1, 2012",201203,2012,"611 (Northlake, IL)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200299,BS 0220 APM 1F 80R80,IA,Muscatine,2750,2011-12-13T00:00:00Z,1357 Isett Avenue,NA,52761-4521,1380,1400,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Dec,12,13
"Fiscal Quarter 1, 2013",201301,2013,"611 (Northlake, IL)","Hirzel Canning Company, Inc. (CUS000381)","Hirzel Canning Company, Inc. (CUS000380)",200301,BS 0220 APHM 1F 800X/800,OH,OTTAWA,3e3,2012-10-09T00:00:00Z,325 WILLIAMSTOWN ROAD,NA,45875,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Oct,10,9
"Fiscal Quarter 1, 2013",201301,2013,"611 (Northlake, IL)",KMC Citrus Enterprises Inc (CUS000423),KMC Citrus Enterprises Inc (CUS000423),200028,BS 0004 APHM 1F 800R/800,FL,Weirsdale,900,2012-10-19T00:00:00Z,16425 SE Highway 42,NA,32195-2613,NA,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Oct,10,19
"Fiscal Quarter 1, 2013",201301,2013,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200340,BS 0880 APPHM 1F 800X/800,IA,Muscatine,63,2012-10-16T00:00:00Z,1357 Isett Avenue,NA,52761-4521,102,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Oct,10,16
"Fiscal Quarter 1, 2013",201301,2013,"613 (Merced, CA)",SALSAS CASTILLO SAPI DE CV. (CUS008604),SALSAS CASTILLO SAPI DE CV. (CUS008604),200301,BS 0220 APHM 1F 800X/800,AZ,"Nogales, AZ",180,2012-10-19T00:00:00Z,1447 West La Quinta Road,NA,85621,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Oct,10,19
"Fiscal Quarter 1, 2013",201301,2013,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200346,BS 1080 APPHM 2F 80X80 TS43BME,IA,Muscatine,280,2012-10-15T00:00:00Z,1357 Isett Avenue,NA,52761-4521,270,135,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Oct,10,15
"Fiscal Quarter 1, 2014",201401,2014,"613 (Merced, CA)",Ingomar Packing (CUS000390),Ingomar Packing (CUS000390),201521,BS 1200 APVHN 5100/INS&CAP CTR,CA,Los Banos,735,2013-10-08T00:00:00Z,9950 South Ingomar Grade,NA,93635-1448,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Oct,10,8
"Fiscal Quarter 1, 2011",201103,2011,"613 (Merced, CA)",Los Gatos Tomato Products (CUS002293),Los Gatos Tomato Products (CUS002293),201511,BS 0220 APHM 1F 5100/INS&CAP,CA,Huron,0,2010-12-08T00:00:00Z,19800 Gale Avenue,NA,93234,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Dec,12,8
"Fiscal Quarter 1, 2012",201203,2012,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200340,BS 0880 APPHM 1F 800X/800,IA,Muscatine,105,2011-12-21T00:00:00Z,1357 Isett Avenue,NA,52761-4521,105,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Dec,12,21
"Fiscal Quarter 1, 2013",201303,2013,"611 (Northlake, IL)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),200221,BS 0020 AVHM 1F 800/800L,CA,Lemoore,800,2012-12-12T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Dec,12,12
"Fiscal Quarter 1, 2013",201303,2013,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200340,BS 0880 APPHM 1F 800X/800,IA,Muscatine,105,2012-12-21T00:00:00Z,1357 Isett Avenue,NA,52761-4521,102,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Dec,12,21
"Fiscal Quarter 1, 2013",201303,2013,"613 (Merced, CA)",UNILEVER (GPC000012),Unilever Bestfoods (CUS002285),200171,BG 0012 AHV 1700/1700/INS,CA,STOCKTON,-8280,2012-11-29T00:00:00Z,1400 EAST WATERLOO ROAD,NA,95205,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Nov,11,29
